asset,event,slug,ts,fside,overshoot,z,label,ev_raw,ev_hedged,ev_h_fill,wait_min
BTC,2026-03-23,bitcoin-above-66k-on-march-23,1774214100,yes,-0.02216837751707823,-2.1764472732221773,1,0.22699999999999998,-0.07613473266581805,-0.09797210037786908,2.019716668128967
BTC,2026-03-24,bitcoin-above-66k-on-march-24,1774137600,yes,-0.035931728468444724,-4.359606862871973,1,0.19599999999999995,0.1213381233635034,0.07713585553770365,1.7256166656812033
BTC,2026-03-25,bitcoin-above-66k-on-march-25,1774249200,yes,-0.025205973654763847,-2.559682697793559,1,0.29000000000000004,0.0029341261742413804,0.005530565310189917,11.903349999586741
BTC,2026-03-26,bitcoin-above-66k-on-march-26,1774267200,yes,-0.023920150701276066,-1.9844267899110242,1,0.14,0.20440805586273764,0.18831534748823395,1.4908999999364216
BTC,2026-03-27,bitcoin-above-66k-on-march-27,1774609200,yes,-0.050006622205386986,-4.714287236419551,1,0.355,0.5306182899789746,0.4906007129115118,0.5165000001589457
BTC,2026-03-28,bitcoin-above-66k-on-march-28,1774608300,yes,-0.03423964222211784,-2.8591708379003182,1,0.31999999999999995,0.29848036216906715,0.29976338537901337,1.1255666653315226
BTC,2026-03-29,bitcoin-above-66k-on-march-29,1774601100,yes,-0.028863301179453682,-2.405349714024337,1,0.24,0.3929358756738639,0.3945374934598488,0.09961666663487752
BTC,2026-03-03,bitcoin-above-66k-on-march-3,1772527500,yes,-0.02572363198472516,-2.1285061260135567,1,0.19999999999999996,0.06865349132434845,0.07031065875669909,0.13475000063578288
BTC,2026-03-31,bitcoin-above-66k-on-march-31,1774548900,yes,-0.02587871566194555,-1.813385761942578,1,0.26,0.3954730697795791,0.4055303905629437,82.0215833346049
BTC,2026-03-31,bitcoin-above-66k-on-march-31,1774824300,yes,-0.04855046740011415,-2.4936973347782407,1,0.6,0.42849861051140115,0.361935677177609,0.2680166681607564
BTC,2026-03-31,bitcoin-above-66k-on-march-31,1774920600,no,0.020314052812005046,2.222190956155482,1,-0.10999999999999999,-0.24167999102746787,-0.26850158452557726,2.6670166651407876
BTC,2026-03-04,bitcoin-above-66k-on-march-4,1772188200,yes,-0.021446060685486268,-1.9206591842045697,1,0.41000000000000003,-0.2764210691173372,-0.3589695265007822,78.75328333377838
BTC,2026-03-04,bitcoin-above-66k-on-march-4,1772330400,no,0.034772243529615166,3.3099236898928157,1,-0.33999999999999997,0.1821806713121481,0.15037229929317975,0.5242333332697551
BTC,2026-03-04,bitcoin-above-66k-on-march-4,1772465400,no,0.031135015846372904,4.399860333874134,1,-0.17000000000000004,0.2503291289381342,0.19999770510273734,6.180833331743876
BTC,2026-03-04,bitcoin-above-66k-on-march-4,1772595900,yes,-0.04113106865839078,-2.196541005528411,1,0.18999999999999995,-0.6815582087279711,-0.6870443749399564,0.290583332379659
BTC,2026-03-05,bitcoin-above-66k-on-march-5,1772330400,no,0.029434615044076184,3.3099236898928157,1,-0.35,-0.03757893719292871,-0.08447488031518119,1.091516665617625
BTC,2026-03-06,bitcoin-above-66k-on-march-6,1772556300,yes,-0.021030304044791004,-2.349714298221919,1,0.30000000000000004,0.2299695359518218,0.26896790875796667,1.3696999986966452
BTC,2026-03-09,bitcoin-above-66k-on-march-9,1772805600,yes,-0.03291811789002108,-2.6397928545691607,1,0.20999999999999996,0.23546925084545392,0.21458938363944308,8.971600000063578
BTC,2026-03-09,bitcoin-above-66k-on-march-9,1773022500,yes,-0.0228870349086423,-1.5155629895771316,1,0.49,-0.10194648349583002,-0.12144383917328838,0.2834333340326945
